"DOSE","DOSE_UNIT","COMPOUND_NAME","n","DOSE_LEVEL","SINGLE_REPEAT_TYPE","SACRIFICE_PERIOD","rDOSE_LEVEL"
10,"mg/kg","methimazole",8,"Low","Single","6 hr","rLow"
10,"mg/kg","methimazole",8,"Low","Single","9 hr","rLow"
10,"mg/kg","methimazole",8,"Low","Single","24 hr","rLow"
10,"mg/kg","methimazole",8,"Low","Repeat","4 day","rLow"
10,"mg/kg","methimazole",8,"Low","Repeat","8 day","rLow"
10,"mg/kg","methimazole",8,"Low","Repeat","15 day","rLow"
10,"mg/kg","methimazole",8,"Low","Repeat","29 day","rLow"
10,"mg/kg","monocrotaline",8,"Middle","Single","3 hr","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Single","6 hr","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Single","9 hr","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Single","24 hr","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Repeat","4 day","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Repeat","8 day","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Repeat","15 day","rMiddle"
10,"mg/kg","monocrotaline",8,"Middle","Repeat","29 day","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Low","Single","3 hr","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Low","Single","6 hr","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Low","Single","9 hr","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Low","Single","24 hr","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Middle","Repeat","4 day","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Middle","Repeat","8 day","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Middle","Repeat","15 day","rMiddle"
10,"mg/kg","nitrosodiethylamine",8,"Middle","Repeat","29 day","rMiddle"
10,"mg/kg","propylthiouracil",8,"Low","Single","3 hr","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Single","6 hr","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Single","9 hr","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Single","24 hr","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Repeat","4 day","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Repeat","8 day","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Repeat","15 day","rLow"
10,"mg/kg","propylthiouracil",8,"Low","Repeat","29 day","rLow"
10,"mg/kg","tacrine",8,"Middle","Single","3 hr","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Single","6 hr","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Single","9 hr","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Single","24 hr","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Repeat","4 day","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Repeat","8 day","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Repeat","15 day","rMiddle"
10,"mg/kg","tacrine",8,"Middle","Repeat","29 day","rMiddle"
10,"mg/kg","thioridazine",8,"Low","Single","3 hr","rLow"
10,"mg/kg","thioridazine",8,"Low","Single","6 hr","rLow"
10,"mg/kg","thioridazine",8,"Low","Single","9 hr","rLow"
10,"mg/kg","thioridazine",8,"Low","Single","24 hr","rLow"
10,"mg/kg","thioridazine",8,"Low","Repeat","4 day","rLow"
10,"mg/kg","thioridazine",8,"Low","Repeat","8 day","rLow"
10,"mg/kg","thioridazine",8,"Low","Repeat","15 day","rLow"
10,"mg/kg","thioridazine",8,"Low","Repeat","29 day","rLow"
10,"mg/kg","vitamin A",8,"Low","Single","3 hr","rLow"
10,"mg/kg","vitamin A",8,"Low","Single","6 hr","rLow"
10,"mg/kg","vitamin A",8,"Low","Single","9 hr","rLow"
10,"mg/kg","vitamin A",8,"Low","Single","24 hr","rLow"
10,"mg/kg","vitamin A",8,"Low","Repeat","4 day","rLow"
10,"mg/kg","vitamin A",8,"Low","Repeat","8 day","rLow"
10,"mg/kg","vitamin A",8,"Low","Repeat","15 day","rLow"
10,"mg/kg","vitamin A",8,"Low","Repeat","29 day","rLow"
10,"mg/kg","WY-14643",8,"Low","Single","3 hr","rLow"
10,"mg/kg","WY-14643",8,"Low","Single","6 hr","rLow"
10,"mg/kg","WY-14643",8,"Low","Single","9 hr","rLow"
10,"mg/kg","WY-14643",8,"Low","Single","24 hr","rLow"
10,"mg/kg","WY-14643",8,"Low","Repeat","4 day","rLow"
10,"mg/kg","WY-14643",8,"Low","Repeat","8 day","rLow"
10,"mg/kg","WY-14643",8,"Low","Repeat","15 day","rLow"
10,"mg/kg","WY-14643",8,"Low","Repeat","29 day","rLow"
12,"mg/kg","puromycin aminonucleoside",8,"Low","Single","3 hr","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Low","Single","6 hr","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Low","Single","9 hr","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Low","Single","24 hr","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Middle","Repeat","4 day","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Middle","Repeat","8 day","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Middle","Repeat","15 day","rMiddle"
12,"mg/kg","puromycin aminonucleoside",8,"Middle","Repeat","29 day","rMiddle"
15,"mg/kg","allopurinol",8,"Low","Single","3 hr","rLow"
15,"mg/kg","allopurinol",8,"Low","Single","6 hr","rLow"
15,"mg/kg","allopurinol",8,"Low","Single","9 hr","rLow"
15,"mg/kg","allopurinol",8,"Low","Single","24 hr","rLow"
15,"mg/kg","allopurinol",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","allopurinol",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","allopurinol",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","allopurinol",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","amitriptyline",8,"Low","Single","3 hr","rLow"
15,"mg/kg","amitriptyline",8,"Low","Single","6 hr","rLow"
15,"mg/kg","amitriptyline",8,"Low","Single","9 hr","rLow"
15,"mg/kg","amitriptyline",8,"Low","Single","24 hr","rLow"
15,"mg/kg","amitriptyline",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","amitriptyline",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","amitriptyline",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","amitriptyline",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","coumarin",8,"Low","Single","3 hr","rLow"
15,"mg/kg","coumarin",8,"Low","Single","6 hr","rLow"
15,"mg/kg","coumarin",8,"Low","Single","9 hr","rLow"
15,"mg/kg","coumarin",8,"Low","Single","24 hr","rLow"
15,"mg/kg","coumarin",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","coumarin",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","coumarin",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","coumarin",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","cyclophosphamide",8,"High","Repeat","4 day","rHigh"
15,"mg/kg","cyclophosphamide",8,"High","Repeat","8 day","rHigh"
15,"mg/kg","cyclophosphamide",8,"High","Repeat","15 day","rHigh"
15,"mg/kg","cyclophosphamide",8,"High","Repeat","29 day","rHigh"
15,"mg/kg","cyclophosphamide",8,"Low","Single","3 hr","rHigh"
15,"mg/kg","cyclophosphamide",8,"Low","Single","6 hr","rHigh"
15,"mg/kg","cyclophosphamide",8,"Low","Single","9 hr","rHigh"
15,"mg/kg","cyclophosphamide",8,"Low","Single","24 hr","rHigh"
15,"mg/kg","flutamide",8,"Low","Single","3 hr","rLow"
15,"mg/kg","flutamide",8,"Low","Single","6 hr","rLow"
15,"mg/kg","flutamide",8,"Low","Single","9 hr","rLow"
15,"mg/kg","flutamide",8,"Low","Single","24 hr","rLow"
15,"mg/kg","flutamide",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","flutamide",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","flutamide",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","flutamide",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","naphthyl isothiocyanate",8,"High","Repeat","4 day","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"High","Repeat","8 day","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"High","Repeat","15 day","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"High","Repeat","29 day","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"Low","Single","3 hr","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"Low","Single","6 hr","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"Low","Single","9 hr","rHigh"
15,"mg/kg","naphthyl isothiocyanate",8,"Low","Single","24 hr","rHigh"
15,"mg/kg","perhexiline",8,"Low","Single","3 hr","rLow"
15,"mg/kg","perhexiline",8,"Low","Single","6 hr","rLow"
15,"mg/kg","perhexiline",8,"Low","Single","9 hr","rLow"
15,"mg/kg","perhexiline",8,"Low","Single","24 hr","rLow"
15,"mg/kg","perhexiline",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","perhexiline",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","perhexiline",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","perhexiline",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","propranolol",8,"Low","Single","3 hr","rLow"
15,"mg/kg","propranolol",8,"Low","Single","6 hr","rLow"
15,"mg/kg","propranolol",8,"Low","Single","9 hr","rLow"
15,"mg/kg","propranolol",8,"Low","Single","24 hr","rLow"
15,"mg/kg","propranolol",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","propranolol",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","propranolol",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","propranolol",8,"Low","Repeat","29 day","rLow"
15,"mg/kg","rotenone",8,"Middle","Single","3 hr","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Single","6 hr","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Single","9 hr","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Single","24 hr","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Repeat","4 day","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Repeat","8 day","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Repeat","15 day","rMiddle"
15,"mg/kg","rotenone",8,"Middle","Repeat","29 day","rMiddle"
15,"mg/kg","sulindac",8,"Low","Single","3 hr","rMiddle"
15,"mg/kg","sulindac",8,"Low","Single","6 hr","rMiddle"
15,"mg/kg","sulindac",8,"Low","Single","9 hr","rMiddle"
15,"mg/kg","sulindac",8,"Low","Single","24 hr","rMiddle"
15,"mg/kg","sulindac",8,"Middle","Repeat","4 day","rMiddle"
15,"mg/kg","sulindac",8,"Middle","Repeat","8 day","rMiddle"
15,"mg/kg","sulindac",8,"Middle","Repeat","15 day","rMiddle"
15,"mg/kg","sulindac",8,"Middle","Repeat","29 day","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Single","3 hr","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Single","6 hr","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Single","9 hr","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Single","24 hr","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Repeat","4 day","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Repeat","8 day","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Repeat","15 day","rMiddle"
15,"mg/kg","thioacetamide",8,"Middle","Repeat","29 day","rMiddle"
15,"mg/kg","triamterene",8,"Low","Single","3 hr","rLow"
15,"mg/kg","triamterene",8,"Low","Single","6 hr","rLow"
15,"mg/kg","triamterene",8,"Low","Single","9 hr","rLow"
15,"mg/kg","triamterene",8,"Low","Single","24 hr","rLow"
15,"mg/kg","triamterene",8,"Low","Repeat","4 day","rLow"
15,"mg/kg","triamterene",8,"Low","Repeat","8 day","rLow"
15,"mg/kg","triamterene",8,"Low","Repeat","15 day","rLow"
15,"mg/kg","triamterene",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Single","3 hr","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Single","6 hr","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Single","9 hr","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Single","24 hr","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Repeat","4 day","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Repeat","8 day","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Repeat","15 day","rMiddle"
20,"mg/kg","2,4-dinitrophenol",8,"Middle","Repeat","29 day","rMiddle"
20,"mg/kg","benzbromarone",8,"Low","Single","3 hr","rLow"
20,"mg/kg","benzbromarone",8,"Low","Single","6 hr","rLow"
20,"mg/kg","benzbromarone",8,"Low","Single","9 hr","rLow"
20,"mg/kg","benzbromarone",8,"Low","Single","24 hr","rLow"
20,"mg/kg","benzbromarone",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","benzbromarone",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","benzbromarone",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","benzbromarone",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","bromoethylamine",8,"Middle","Single","3 hr","rHigh"
20,"mg/kg","bromoethylamine",8,"Middle","Single","6 hr","rHigh"
20,"mg/kg","bromoethylamine",8,"Middle","Single","9 hr","rHigh"
20,"mg/kg","bromoethylamine",8,"Middle","Single","24 hr","rHigh"
20,"mg/kg","bromoethylamine",8,"High","Repeat","4 day","rHigh"
20,"mg/kg","bromoethylamine",8,"High","Repeat","8 day","rHigh"
20,"mg/kg","bromoethylamine",8,"High","Repeat","15 day","rHigh"
20,"mg/kg","bromoethylamine",8,"High","Repeat","29 day","rHigh"
20,"mg/kg","fluphenazine",8,"High","Single","3 hr","rHigh"
20,"mg/kg","fluphenazine",8,"High","Single","6 hr","rHigh"
20,"mg/kg","fluphenazine",8,"High","Single","9 hr","rHigh"
20,"mg/kg","fluphenazine",8,"High","Single","24 hr","rHigh"
20,"mg/kg","fluphenazine",8,"High","Repeat","4 day","rHigh"
20,"mg/kg","fluphenazine",8,"High","Repeat","8 day","rHigh"
20,"mg/kg","fluphenazine",8,"High","Repeat","15 day","rHigh"
20,"mg/kg","fluphenazine",8,"High","Repeat","29 day","rHigh"
20,"mg/kg","iproniazid",8,"Middle","Single","3 hr","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Single","6 hr","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Single","9 hr","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Single","24 hr","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Repeat","4 day","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Repeat","8 day","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Repeat","15 day","rMiddle"
20,"mg/kg","iproniazid",8,"Middle","Repeat","29 day","rMiddle"
20,"mg/kg","naproxen",8,"Low","Single","3 hr","rMiddle"
20,"mg/kg","naproxen",8,"Low","Single","6 hr","rMiddle"
20,"mg/kg","naproxen",8,"Low","Single","9 hr","rMiddle"
20,"mg/kg","naproxen",8,"Low","Single","24 hr","rMiddle"
20,"mg/kg","naproxen",8,"Middle","Repeat","4 day","rMiddle"
20,"mg/kg","naproxen",8,"Middle","Repeat","8 day","rMiddle"
20,"mg/kg","naproxen",8,"Middle","Repeat","15 day","rMiddle"
20,"mg/kg","naproxen",8,"Middle","Repeat","29 day","rMiddle"
20,"mg/kg","phenylbutazone",8,"Low","Single","3 hr","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Single","6 hr","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Single","9 hr","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Single","24 hr","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","phenylbutazone",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","promethazine",8,"Low","Single","3 hr","rLow"
20,"mg/kg","promethazine",8,"Low","Single","6 hr","rLow"
20,"mg/kg","promethazine",8,"Low","Single","9 hr","rLow"
20,"mg/kg","promethazine",8,"Low","Single","24 hr","rLow"
20,"mg/kg","promethazine",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","promethazine",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","promethazine",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","promethazine",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","quinidine",8,"Low","Single","3 hr","rLow"
20,"mg/kg","quinidine",8,"Low","Single","6 hr","rLow"
20,"mg/kg","quinidine",8,"Low","Single","9 hr","rLow"
20,"mg/kg","quinidine",8,"Low","Single","24 hr","rLow"
20,"mg/kg","quinidine",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","quinidine",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","quinidine",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","quinidine",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","rifampicin",8,"Low","Single","3 hr","rLow"
20,"mg/kg","rifampicin",8,"Low","Single","6 hr","rLow"
20,"mg/kg","rifampicin",8,"Low","Single","9 hr","rLow"
20,"mg/kg","rifampicin",8,"Low","Single","24 hr","rLow"
20,"mg/kg","rifampicin",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","rifampicin",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","rifampicin",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","rifampicin",8,"Low","Repeat","29 day","rLow"
20,"mg/kg","rosiglitazone maleate",8,"Low","Single","3 hr","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Low","Single","6 hr","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Low","Single","9 hr","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Low","Single","24 hr","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Middle","Repeat","4 day","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Middle","Repeat","8 day","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Middle","Repeat","15 day","rMiddle"
20,"mg/kg","rosiglitazone maleate",8,"Middle","Repeat","29 day","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Single","3 hr","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Single","6 hr","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Single","9 hr","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Single","24 hr","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Repeat","4 day","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Repeat","8 day","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Repeat","15 day","rMiddle"
20,"mg/kg","tamoxifen",8,"Middle","Repeat","29 day","rMiddle"
20,"mg/kg","theophylline",8,"Low","Single","3 hr","rLow"
20,"mg/kg","theophylline",8,"Low","Single","6 hr","rLow"
20,"mg/kg","theophylline",8,"Low","Single","9 hr","rLow"
20,"mg/kg","theophylline",8,"Low","Single","24 hr","rLow"
20,"mg/kg","theophylline",8,"Low","Repeat","4 day","rLow"
20,"mg/kg","theophylline",8,"Low","Repeat","8 day","rLow"
20,"mg/kg","theophylline",8,"Low","Repeat","15 day","rLow"
20,"mg/kg","theophylline",8,"Low","Repeat","29 day","rLow"
20,"ug/kg","desmopressin acetate",8,"Low","Single","3 hr","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Low","Single","6 hr","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Low","Single","9 hr","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Low","Single","24 hr","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Middle","Repeat","4 day","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Middle","Repeat","8 day","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Middle","Repeat","15 day","rMiddle"
20,"ug/kg","desmopressin acetate",8,"Middle","Repeat","29 day","rMiddle"
25,"mg/kg","dantrolene",8,"Low","Single","3 hr","rLow"
25,"mg/kg","dantrolene",8,"Low","Single","6 hr","rLow"
25,"mg/kg","dantrolene",8,"Low","Single","9 hr","rLow"
25,"mg/kg","dantrolene",8,"Low","Single","24 hr","rLow"
25,"mg/kg","dantrolene",8,"Low","Repeat","4 day","rLow"
25,"mg/kg","dantrolene",8,"Low","Repeat","8 day","rLow"
25,"mg/kg","dantrolene",8,"Low","Repeat","15 day","rLow"
25,"mg/kg","dantrolene",8,"Low","Repeat","29 day","rLow"
25,"mg/kg","diazepam",8,"Low","Single","3 hr","rLow"
25,"mg/kg","diazepam",8,"Low","Single","6 hr","rLow"
25,"mg/kg","diazepam",8,"Low","Single","9 hr","rLow"
25,"mg/kg","diazepam",8,"Low","Single","24 hr","rLow"
25,"mg/kg","diazepam",8,"Low","Repeat","4 day","rLow"
25,"mg/kg","diazepam",8,"Low","Repeat","8 day","rLow"
25,"mg/kg","diazepam",8,"Low","Repeat","15 day","rLow"
25,"mg/kg","diazepam",8,"Low","Repeat","29 day","rLow"
25,"mg/kg","ethionine",8,"Low","Single","3 hr","rLow"
25,"mg/kg","ethionine",8,"Low","Single","6 hr","rLow"
25,"mg/kg","ethionine",8,"Low","Single","9 hr","rLow"
25,"mg/kg","ethionine",8,"Low","Single","24 hr","rLow"
25,"mg/kg","ethionine",8,"Low","Repeat","4 day","rLow"
25,"mg/kg","ethionine",8,"Low","Repeat","8 day","rLow"
25,"mg/kg","ethionine",8,"Low","Repeat","15 day","rLow"
25,"mg/kg","ethionine",8,"Low","Repeat","29 day","rLow"
25,"mg/kg","pemoline",8,"Middle","Single","3 hr","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Single","6 hr","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Single","9 hr","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Single","24 hr","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Repeat","4 day","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Repeat","8 day","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Repeat","15 day","rMiddle"
25,"mg/kg","pemoline",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","ajmaline",8,"Low","Single","3 hr","rLow"
30,"mg/kg","ajmaline",8,"Low","Single","6 hr","rLow"
30,"mg/kg","ajmaline",8,"Low","Single","9 hr","rLow"
30,"mg/kg","ajmaline",8,"Low","Single","24 hr","rLow"
30,"mg/kg","ajmaline",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","ajmaline",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","ajmaline",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","ajmaline",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","allyl alcohol",8,"High","Single","3 hr","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Single","6 hr","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Single","9 hr","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Single","24 hr","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","allyl alcohol",8,"High","Repeat","29 day","rHigh"
30,"mg/kg","azathioprine",8,"High","Single","3 hr","rHigh"
30,"mg/kg","azathioprine",8,"High","Single","6 hr","rHigh"
30,"mg/kg","azathioprine",8,"High","Single","9 hr","rHigh"
30,"mg/kg","azathioprine",8,"High","Single","24 hr","rHigh"
30,"mg/kg","azathioprine",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","azathioprine",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","azathioprine",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","azathioprine",8,"High","Repeat","29 day","rHigh"
30,"mg/kg","benziodarone",8,"Low","Single","3 hr","rLow"
30,"mg/kg","benziodarone",8,"Low","Single","6 hr","rLow"
30,"mg/kg","benziodarone",8,"Low","Single","9 hr","rLow"
30,"mg/kg","benziodarone",8,"Low","Single","24 hr","rLow"
30,"mg/kg","benziodarone",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","benziodarone",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","benziodarone",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","benziodarone",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","bromobenzene",8,"Low","Single","3 hr","rLow"
30,"mg/kg","bromobenzene",8,"Low","Single","6 hr","rLow"
30,"mg/kg","bromobenzene",8,"Low","Single","9 hr","rLow"
30,"mg/kg","bromobenzene",8,"Low","Single","24 hr","rLow"
30,"mg/kg","bromobenzene",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","bromobenzene",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","bromobenzene",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","bromobenzene",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","caffeine",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","caffeine",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","carbamazepine",8,"Low","Single","3 hr","rLow"
30,"mg/kg","carbamazepine",8,"Low","Single","6 hr","rLow"
30,"mg/kg","carbamazepine",8,"Low","Single","9 hr","rLow"
30,"mg/kg","carbamazepine",8,"Low","Single","24 hr","rLow"
30,"mg/kg","carbamazepine",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","carbamazepine",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","carbamazepine",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","carbamazepine",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Single","3 hr","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Single","6 hr","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Single","9 hr","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Single","24 hr","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","carbon tetrachloride",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","chlorpheniramine",8,"High","Single","3 hr","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Single","6 hr","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Single","9 hr","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Single","24 hr","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","chlorpheniramine",8,"High","Repeat","29 day","rHigh"
